id,templateName,slug,emailDescription,subject,emailTitle,emailContent,isActive,createdAt,updatedAt
54,Region Owner  Agreement Rejected,region-owner-agreement-rejected,Region Owner  Agreement Rejected,Region Owner Agreement Rejected with reason,Region Owner Agreement Rejected with reason,"Dear {regionowner},&nbsp;&nbsp;Your submitted Region Licensee Agreement agreement could not be verified. Please fix the issues mentioned below and re-submit the agreement from Agreement &gt; Region Licensee Agreement section.&nbsp;Issues:&nbsp;{issues_description}",False,2022-11-09 10:40:04.895 +0545,2023-01-19 18:10:54.658 +0545
56,Area Owner  Agreement Submission,area-owner-agreement-submission,Area Owner  Agreement Submission,New Area Owner Agreement Received,New Area Owner Agreement Received,"Dear {countryadmin},&nbsp;&nbsp;A New Area Licensee Agreement has been received.&nbsp;&nbsp;Area Licensee Name : {areaownername}&nbsp;Email:{areaowner_email}&nbsp;Phone:{areaowner_phone}&nbsp;&nbsp;Login to your panel to view this request.",False,2022-11-09 12:09:44.361 +0545,2023-01-19 18:10:11.253 +0545
65,Charity Agreement Approved,charity-agreement-approved,Charity Agreement Approved,Charity  Agreement Approved,Charity  Agreement Approved,"Dear {charity},&nbsp;&nbsp;Congratulations!! Your submitted Charity Agreement has been verified. In order to be able to issue membership, login in to your panel and go to Agreements &gt; Charity Agreement and submit the agreement.",False,2022-11-09 12:17:27.453 +0545,2023-01-19 18:07:24.741 +0545
67,Charity Agreement Re-Submission,charity-agreement-re-submission,Charity Agreement Re-Submission,Charity Agreement Re-submitted,Charity Agreement Re-submitted,"Dear {countryadmin},&nbsp;An Charity Agreement has been re-submitted.&nbsp;&nbsp;Charity Name : {charityname}&nbsp;Email:{charity_email}Phone:{charity_phone}&nbsp;&nbsp;Login to your panel to view this request.",False,2022-11-09 12:20:07.981 +0545,2023-01-19 18:06:35.525 +0545
68,Club Agreement Submission,club-agreement-submission,Club Agreement Submission,New Club Agreement Received,New Club Agreement Received,"Dear {countryadmin},&nbsp;&nbsp;A New Club Agreement has been received.&nbsp;Club Name : {club_name}Email:{club_email}&nbsp;Phone:{club__phone}&nbsp;&nbsp;Login to your panel to view this request.",False,2022-11-09 12:22:06.119 +0545,2023-01-19 18:06:16.342 +0545
296,Happy New Year to Piiink Users,happy-new-year-to-piiink-users,Happy New Year email sent to all users in TouristSaver except licensees,Happy New Year 2024,Happy New Year 2024,"Dear {user},Wishing you a Happy New Year 2024!",True,2024-01-04 16:33:17.728 +0545,2024-01-04 17:31:22.701 +0545
203,Registration Successful of White Label Introuducer With Issuer Code,registration-successful-of-white-label-introuducer-with-issuer-code,Email sent to white label introducer when they successfully register and they have Membership Issuer access.,Registration Successful,Registration Successful,"Dear {whitelabeluser},Congratulations!! You have been successfully registered to TouristSaver.Please use the following credentials to login in to your White Label Dashboard.&nbsp;We suggest that you copy and paste your username and password, if capital letter, dashes, spaces and underscores are used they must be replicated.&nbsp;username : {white_label_user_username}password:{password}Your Issuer Code{issuer_code}You can use given issuer code to issue memberships.&nbsp;Click here to login in to your Dashboard using above credentials. You can issue membership, sign merchant, club, charity from this panel.&nbsp;&nbsp;Please find the &nbsp;Issuer QR code attached to this email for your convenience.",True,2022-11-11 09:20:22.019 +0545,2023-09-07 09:37:59.249 +0545
350,KYC Rejected email to signer,kyc-rejected-email-to-signer,This email is sent to signer when the KYC form submitted by its user is rejected,KYC Rejected of your user,KYC Rejected of your user,"Dear {signer},KYC submitted by your user named {username} ({user_role}) has been rejected.Rejection Reason:&nbsp;{rejection_reason}Please ask this user to re-submit the KYC form by correcting details.",True,2024-12-05 11:15:07.011 +0545,2024-12-05 11:15:07.011 +0545
224,Club Request Received,club-request-received,This email is sent to country admin when new club request is submitted by the users via send club request from their panel ,New Club Request Received,New Club Request Received,"Dear {countryadmin},&nbsp;A New Club request has been received.Club Name : {club_name}Email:{club_email}Phone:{club_phone}&nbsp;Request Sender Name :{signer_name}Request Sender Role:{signer_role}Request Sender Email:{signer_email}&nbsp;Login to your Dashboard to view this request.",True,2023-03-31 12:09:55.906 +0545,2023-09-07 08:32:14.621 +0545
223,Charity Request Received,charity-request-received,This email is sent to country admin when new charity request is submitted by the users via send charity request from their panel ,New Charity Request Received,New Charity Request Received,"Dear {countryadmin},A New Charity request has been received.Charity Name : {charity_name}Email:{charity_email}Phone:{charity_phone}&nbsp;Request Sender Name :{signer_name}Request Sender Role:{signer_role}Request Sender Email:{signer_email}&nbsp;Login to your Dashboard to view this request.",True,2023-03-31 12:08:27.387 +0545,2023-09-07 08:32:47.314 +0545
69,Club Agreement Approved,club-agreement-approved,Club Agreement Approved,Club  Agreement Approved,Club  Agreement Approved,"Dear {club},&nbsp;&nbsp;Congratulations!! Your submitted Club Agreement has been verified. In order to be able to issue membership, login in to your panel and go to Agreements &gt; Club Agreement and submit the agreement.",False,2022-11-09 12:23:05.913 +0545,2023-01-19 18:06:04.451 +0545
38,Collaboration Partner Agreement Submission,collaboration-partner-agreement-submission,Collaboration Partner Agreement Submission,TouristSaver-New Collaboration Partner Agreement Received,TouristSaver-New Collaboration Partner Agreement Received,"Dear {countryadmin},&nbsp;A New Collaboration Partner Agreement has been received.&nbsp;Collaboration partner name : {collaboration partner name}&nbsp;Email:{collaboratiopartner_email}&nbsp;Phone:{collaborationpartner_tphone}&nbsp;&nbsp;Login to your panel to view this request.",False,2022-11-09 10:14:34.116 +0545,2023-01-19 18:13:29.157 +0545
315,Registration of Sales Agent with issuer code by country admin	,registration-of-sales-agent-with-issuer-code-by-country-admin,This email is sent to Sales Agent with issuer code when it is registered by Country admin or it is approved by the country admin.,Registration Successful,Registration Successful,"Dear {salesagent},Congratulations! You have been successfully registered as sales agent in TouristSaver. Please use the following credentials to login to your panel.Username : {username}Password : {password}Your Issuer Code{issuer_code}You can use given issuer code to issue membership.&nbsp;Click here to login in to sales agent panel using above credentials. You can now issue membership from this panel.&nbsp;Please find the&nbsp;Issuer QR code attached to this email for your convenience.&nbsp;",True,2024-05-14 10:41:58.665 +0545,2024-05-14 11:41:57.189 +0545
215,Club Request Submitted,club-request-submitted,This email is sent to the users when they successfully submit the Club Request from their panel. User in this case is the request sender of club.,Club  Request Submitted,Club  Request Submitted,"Dear {user},Congratulations!! Your requested club with following details has been successfully submitted to TouristSaver.Club Name: {club_name}Email: {club_email}Phone: {club_phone}You will soon receive email confirmation once this club is approved by TouristSaver.",True,2023-03-30 12:39:05.197 +0545,2023-04-02 13:42:29.883 +0545
216,Collaboration Partner Refer Success,collaboration-partner-refer-success,Email sent to CP referrer when they successfully submit the Refer CP form from their panel.,Collaboration Partner Refer Success,Collaboration Partner Refer Success,"Dear {referrer},&nbsp;You have successfully referred a collaboration partner with the following details:&nbsp;Collaboration Partner Name : {cp_name}Email : {cp_email}&nbsp;Phone : {cp_phone}&nbsp;&nbsp;You will soon receive a confirmation email when this collaboration partner is registered successfully in TouristSaver.",True,2023-03-30 12:42:46.153 +0545,2023-09-07 08:38:45.112 +0545
208,Member Registration Successful Without free Piiinks,member-registration-successful-without-free-piiinks,"This email is sent to the new member who perform registration and chose 1000 universal TouristSavers instead of 20 Free TouristSavers from their app screen, just after the registration form is submitted.I",Topup Successful,Topup Successful,"Dear {member},Welcome to TouristSaver. You have been provided with {piinks_count} TouristSavers. You can now transact with TouristSaver merchants.",True,2023-03-14 10:28:39.444 +0545,2024-01-04 14:26:32.050 +0545
44,Email on nomination of Collaboration Partner,email-on-nomination-of-collaboration-partner,Email to be received by GMC when new collaboration partner nomination is received,New Collaboration Partner Request Received,New Collaboration Partner Request Received,"Dear {GMC},A New Collaboration Partner request has been received.&nbsp;Name : {username}Email : {usermail}Phone : {userphone}Role : {role}Login to your panel to view this request.",True,2022-11-09 10:29:56.016 +0545,2023-03-31 17:48:05.790 +0545
39,Collaboration Partner Agreement Approved,collaboration-partner-agreement-approved,Collaboration Partner Agreement Approved,Collaboration Partner Agreement  Approved,Collaboration Partner Agreement  Approved,"Dear {collaborationpartner},&nbsp;&nbsp;Congratulations!! Your submitted collaboration partner agreement has been verified. In order to be able to issue membership, login in to your panel and go to Agreements &gt; Issuer Agreement and submit the agreement.",False,2022-11-09 10:18:51.104 +0545,2023-01-19 18:13:07.665 +0545
351,KYC Approved email to signer,kyc-approved-email-to-signer,This email is sent to signer when the KYC of the user registered by them is approved,KYC Approved of your user,KYC Approved of your user,"Dear {signer},Congratulations !! KYC submitted by your user named {username} ({user_role}) has been approved.",True,2024-12-05 11:15:41.331 +0545,2024-12-05 11:15:41.331 +0545
108,New EOI Received of region owner,new-eoi-received-of-region-owner,Email sent to country owner when new EOI of Region Owner is received.,New Registration Received,New Registration Received,"Dear {countryadmin},A New Region Licensee request has been received.&nbsp;Name : {username}Email:{useremail}Phone:{userphone}Login to your Dashboard to view this request.",True,2022-11-09 17:16:10.204 +0545,2023-09-07 11:19:36.219 +0545
109,New EOI Received of area owner,new-eoi-received-of-area-owner,Email sent to country owner when new EOI of Area Owner is received.,New Expression of Interest Received,New Expression of Interest Received,"Dear {countryadmin},A New Area Licensee request has been received.&nbsp;Name : {username}Email:{useremail}Phone:{userphone}Login to your Dashboard to view this request.",True,2022-11-09 17:16:48.015 +0545,2023-09-07 11:19:10.015 +0545
40,Collaboration Partner Agreement Rejected,collaboration-partner-agreement-rejected,Collaboration Partner Agreement Rejected,Collaboration Partner Rejected,Collaboration Partner Rejected,"Dear {collaboratiopartner},&nbsp;&nbsp;Your submitted issuer agreement could not be verified. Please fix the issues mentioned below and re-submit the agreement from Agreement &gt; Collaboration Partner Agreement section.&nbsp;&nbsp;Issues:&nbsp;{issues_description}",False,2022-11-09 10:26:51.421 +0545,2023-01-31 12:04:41.191 +0545
100,Upgrade to Collaboration Partner,upgrade-to-collaboration-partner,Email sent to sales agent when they successfully upgrade to Collaboration Partner,Upgrade successful,Upgrade Successful,"Dear {salesagent},Congratulations!! Your role has been upgraded from Sales Agent to Collaboration Partner. As per your package, you have received following codes.{merchant_codes_info}Premium member codes : {premium_member_codes_count}Please log into your Dashboard to view all the features of Collaboration Partner role. Also, you are now able to issue memberships.&nbsp;Your membership issuer code{membership_issuer_code}You can use given membership issuer code to issue memberships.",True,2022-11-09 16:49:05.269 +0545,2024-12-20 11:46:29.689 +0545
30,Merchant Agreement Received,merchant-agreement-received,Merchant Agreement Received,Merchant Agreement Received,Merchant Agreement Received,"Dear {countryadmin},A New Merchant Agreement has been received.&nbsp;Merchant Name : {merchant_name}Email:{merchant_email}Phone:{merchant_phone}Login to your panel to view this request.",False,2022-11-09 09:59:11.494 +0545,2023-01-19 18:14:05.938 +0545
75,Registration(EOI) Submitted for area owner,registration-eoi-submitted-for-area-owner,Email sent to area owner when the their EOI is summitted successfully,Expression of Interest Submitted,Expression of Interest Submitted,"Dear {username},Congratulations!! Your request to register with TouristSaver has been successfully submitted. Our team will contact you shortly.",True,2022-11-09 12:31:12.659 +0545,2023-09-07 11:27:18.526 +0545
214,Charity Request Submitted,charity-request-submitted,Email sent to the users when they successfully submit the Charity Request from their panel. User in this case is the request sender of charity.,Charity Request Submitted,Charity Request Submitted,"Dear {user},Congratulations!! Your requested charity with following details has been successfully submitted to TouristSaver.Charity Name: {charity_name}Email: {charity_email}Phone: {charity_phone}You will soon receive email confirmation once this charity is approved by TouristSaver.",True,2023-03-30 12:37:54.266 +0545,2023-04-02 10:13:40.379 +0545
117,EOI Rejected of Club,eoi-rejected-of-club,Email sent to EOI sender when their EOI for club is rejected by TouristSaver.,Expression of Interest Rejected,Expression of Interest Rejected,"Dear {username},Your request for Club registration with TouristSaver could not be approved due to the following issues. Please contact TouristSaver.Issues:&nbsp;{issues_description}",True,2022-11-09 17:21:59.028 +0545,2023-09-07 11:13:34.736 +0545
300,Registration of Charity without issuer code by country admin,registration-of-charity-without-issuer-code-by-country-admin,This email is sent to charity without issuer code when it is registered by Country admin or it is approved by the country admin.,Registration Successful,Registration Successful,"Dear {charity},Congratulations! Your charity has been successfully registered to TouristSaver. Please use the following credentials to login to your panel.Email : {email}Password : {password}Click here to login to the charity panel.",True,2024-01-15 12:07:06.986 +0545,2024-01-15 12:07:06.986 +0545
92,Issuer Agreement Submission for Merchant,issuer-agreement-submission-for-merchant,Issuer Agreement Submission for Merchant,New Issuer Agreement Received,New Issuer Agreement Received,"Dear {countryadmin},The following user has re-submitted an Issuer Agreement.Username : {username}Email:{email}Phone:{phone}role:{userrole}Login to your panel to view this request.",False,2022-11-09 16:41:41.017 +0545,2023-01-19 18:02:56.440 +0545
96,Sales Agent  Agreement Submission,sales-agent-agreement-submission,Sales Agent  Agreement Submission,New Sales Agent Agreement Received,New Sales Agent Agreement Received,"Dear {countryadmin},&nbsp;A New Sales Agent Agreement has been received.&nbsp;&nbsp;Sales Agent Name : {salesagent_name}&nbsp;Email : {salesagent_email}Phone : {salesagent_phone}&nbsp;&nbsp;Login to your panel to view this request.",False,2022-11-09 16:45:01.176 +0545,2023-01-31 11:53:54.821 +0545
98,Sales Agent  Agreement Rejected,sales-agent-agreement-rejected,Sales Agent  Agreement Rejected,Sales Agent Agreement Rejected,Sales Agent Agreement Rejected,"Dear {salesagent},&nbsp;&nbsp;Your submitted Sales Agent agreement could not be verified. Please fix the issues mentioned below and re-submit the agreement from Agreement &gt;Sales Agent Agreement section.&nbsp;&nbsp;Issues:&nbsp;{issues_description}",False,2022-11-09 16:47:44.015 +0545,2023-01-19 18:01:30.286 +0545
99,Sales Agent  Agreement Re-Submission,sales-agent-agreement-re-submission,Sales Agent  Agreement Re-Submission,Sales Agent Agreement Re-submitted,Sales Agent Agreement Re-submitted,"Dear {countryadmin},&nbsp;&nbsp;A Sales Agreement has been re-submitted.&nbsp;&nbsp;Sales Agent Name : {salesagent_name}&nbsp;Email:{salesagent_email}Phone:{salesagent_phone}&nbsp;&nbsp;Login to your panel to view this request.",False,2022-11-09 16:48:20.630 +0545,2023-01-19 18:01:04.509 +0545
352,KYB Approved email to signer,kyb-approved-email-to-signer,This email is sent to signer when the KYB of the user registered by them is approved,KYB Approved of your user,KYB Approved of your user,"Dear {signer},Congratulations!! KYB submitted by your user named {username} ({user_role}) has been approved.",True,2024-12-05 11:16:20.146 +0545,2024-12-05 11:16:20.146 +0545
184,Club Registration Unsuccessful for white label user,club-registration-unsuccessful-for-white-label-user,This email is sent to White Label User when the club requested by them is rejected.,Club Request Rejected,Club Request Rejected,"Dear {whitelabeluser},Sorry! Your requested club with following details can't be approved in the TouristSaver system due to below mentioned issues.Club Name : {club_name}Email : {club_email}Phone : {club_phone}&nbsp;Issues:&nbsp;{issues_description}Please contact TouristSaver.",True,2022-11-15 12:54:15.968 +0545,2023-04-02 13:34:07.969 +0545
182,Club Registration Unsuccessful for sales agents,club-registration-unsuccessful-for-sales-agents,This email is sent to Sales Agents when the club requested by them is rejected.,Club Request Rejected,Club Request Rejected,"Dear {salesagent},Sorry! Your requested club with following details can't be approved in the TouristSaver system due to below mentioned issues.Club Name : {club_name}Email : {club_email}Phone : {club_phone}&nbsp;Issues:&nbsp;{issues_description}Please contact TouristSaver.",True,2022-11-15 12:53:34.923 +0545,2023-04-02 13:42:47.577 +0545
97,Sales Agent  Agreement Approved,sales-agent-agreement-approved,Sales Agent  Agreement Approved,Sales Agent Agreement Approved,Sales Agent Agreement Approved,"Dear {salesagent},&nbsp;Congratulations! Your submitted sales agent agreement has been verified.You can you start registering merchants in to TouristSaver system.",False,2022-11-09 16:47:08.702 +0545,2023-01-31 11:54:18.535 +0545
127,Club Registration Successful for state owner,club-registration-successful-for-state-owner,This email is sent to State Owner when the club requested by them is approved.,Club  Registration Successful,Club Registration Successful,"Dear {stateowner},&nbsp;Congratulations!! Your requested club with following details has been successfully registered in the TouristSaver System.&nbsp;Club Name: {club_name}&nbsp;Email: {club_email}&nbsp;Phone: {club_phone}&nbsp;&nbsp;Please encourage this club to sign the club agreement so that they can issue membership.",True,2022-11-10 10:24:25.809 +0545,2023-04-02 13:43:30.976 +0545
29,Upgrade to Premium/ Partner,upgrade-to-premium/-partner,Email sent to merchant when they upgrade to Premium/ Partner from supporter or  from getsIssuer=false package to getsIssuer=true package,Upgrade Successful,Upgrade Successful,"Dear {merchant},&nbsp;Congratulations!! Your package has been successfully updated to {packagename} package. You will now be able to issue TouristSaver memberships.&nbsp;&nbsp;Your membership issuer code:{membership_issuer_code}&nbsp;As per your package you have received {number_of_premium_member_codes} premium member codes. You can use these codes to register premium members.&nbsp;Please find the Issuer QR code code attached to this email for your convenience.",True,2022-11-09 09:57:59.091 +0545,2023-09-07 11:43:18.827 +0545
169,Registration of Sales Agents by country admin,registration-of-sales-agents-by-country-admin,This email is sent to Sales Agents when they are registered by country admin.,Registration Successful,Registration Successful,"Dear {salesagent},Congratulations! You have been successfully registered as sales agent in TouristSaver. Please use the following credentials to login to your Dashboard.&nbsp;We suggest that you copy and paste your username and password, if capital letter, dashes, spaces and underscores are used they must be replicated.&nbsp;Username : {username}Password : {password}Click here to login into sales agent Dashboard.",True,2022-11-13 12:34:29.399 +0545,2024-05-30 14:33:41.546 +0545
217,Email sent to Prize draw winner after finding the matching winner,email-sent-to-prize-draw-winner-after-finding-the-matching-winner,This email is sent to Prize draw winner after finding the matching winner,Prize Draw Winner Details,Prize Draw Winner Details,"Dear {organizer},&nbsp;Winner details of &nbsp;{prize_draw_name} Prize Draw held on {prize_draw_created_date} are as follows:&nbsp;&nbsp;Name : {winner_name}&nbsp;Phone: {winner_phone}&nbsp;Email : {winner_email}",True,2023-03-30 12:53:54.998 +0545,2023-04-27 15:24:11.977 +0545
353,KYB Rejected email to signer,kyb-rejected-email-to-signer,This email is sent to signer when the KYB form submitted by its user is rejected,KYB Rejected of your user,KYB Rejected of your user,"Dear {signer},KYB submitted by your user named {username} ({user_role}) has been rejected.Rejection Reason:&nbsp;{rejection_reason}Please ask this user to re-submit the KYB form by correcting details.",True,2024-12-05 11:17:01.550 +0545,2024-12-05 11:17:01.550 +0545
283,Verification of Merchant(Supporter Package) without transaction code and issuer code by Website Admin,verification-of-merchant(supporter-package)-without-transaction-code-and-issuer-code-by-website-admin,"Email sent to merchant when country owner register merchant with supporter package. This email will include the login credentials, login url ",Registration Successful,Registration Successful,"Dear {merchant},Congratulations! You have been successfully registered to TouristSaver.Please use the following credentials to login to your Dashboard.&nbsp;We suggest that you copy and paste your username and password, if capital letter, dashes, spaces and underscores are used they must be replicated.Username : {merchant_username}Password : {password}Click here to login to your panel.&nbsp;As per your package, you have received {premium_member_codes_count} premium member codes. As a Premium Merchant, you can register premium members and earn from their purchases using these codes.",True,2023-08-17 12:32:09.838 +0545,2023-09-07 12:18:51.606 +0545
225,Bulk email to Singapore White label user with issuer code,bulk-email-to-singapore-white-label-user-with-issuer-code,Bulk email to Singapore White label user with their login credentials and login url,Welcome to TouristSaver WL Dashboard,Welcome to TouristSaver WL Dashboard,"Hi {user}, &nbsp;&nbsp;We are pleased to announce and super excited to share the TouristSaver Dashboard and System with you.&nbsp;Please click here to login and start using your new TouristSaver White Label Dashboard. &nbsp;&nbsp;Your login Username and temporary password details are as below:&nbsp;Please ensure that you copy and paste both the username and password to avoid errors. (Username may contain hyphens or underscores these are a critical part of the username)&nbsp;Username: {login_username}&nbsp;Password: {password} &nbsp;&nbsp;Your Issuer Code{issuer_code}You can use given issuer code to issue memberships. Please find the Issuer QR code attached to this email for your convenience.&nbsp;We are committed to increase your user experience and help your business grow. &nbsp;&nbsp;Thank you for all your support. &nbsp;&nbsp;",True,2023-03-30 17:33:07.927 +0545,2023-09-14 08:55:37.707 +0545
25,Registration Approved Supporter Package,registration-approved-supporter-package,Email sent to merchant when their registration with Supporter Package is approved.,Registration Verified,Registration Verified,"Dear {merchant},Congratulations!! You have been successfully registered with TouristSaver.Please use the following credentials to login in to your Dashboard.&nbsp;We suggest that you copy and paste your username and password, if capital letter, dashes, spaces and underscores are used they must be replicated.&nbsp;email: {merchant_email}password:{password}Click here to login in to your Dashboard.Your transaction verification code{transaction_verification_code}You can use your transaction verification code to perform transaction with the members.&nbsp;Please find the Transaction QR code code attached to this email for your convenience.&nbsp;",True,2022-11-09 09:51:19.928 +0545,2023-09-07 11:58:57.509 +0545
37,Registration Successful of Collaboration Partner,registration-successful-for-collaboration-partner,Registration Successful,Registration Successful,Registration Successful,"Dear {collaborationpartner},You have been registered successfully in TouristSaver. Please use the following credentials to login in to your Dashboard.We suggest that you copy and paste your username and password, if capital letter, dashes, spaces and underscores are used they must be replicated.&nbsp;username : {username}password : {password}Click here to login to collaboration partner Dashboard.&nbsp;Your membership issuer code{membership_issuer_code}You can use given membership issuer code to issue TouristSaver memberships.Please find the Issuer QR code code attached to this email for your convenience.As per your package, you have received following codes.{merchant_codes_info}Premium member codes : {premium_member_codes_count}",True,2022-11-09 10:13:47.144 +0545,2024-12-20 11:55:22.174 +0545
213,Merchant Registration Submitted for Signers,merchant-registration-submitted-for-signers,This email is sent to Merchant signer when they successfully submit the Send Merchant Request form from their panel.,Merchant Registration Submitted,Merchant Registration Submitted,"Dear {user},&nbsp;Congratulations!! Your merchant with the following details has been successfully submitted to TouristSaver.&nbsp;Merchant name : {merchant_name}Email : {merchantemail}Phone : {phone_number}&nbsp;You will soon receive the confirmation email once this merchant is approved by TouristSaver.&nbsp;",True,2023-03-30 12:35:27.709 +0545,2023-07-22 18:16:30.524 +0545
229,Referred Merchant Transferred,referred-merchant-transferred,This email is sent to receiver when any merchant referrer request is transferred to this user.,New Merchant Referral Request Received,New Merchant Referral Request Received,"Dear {receiver},&nbsp;A New merchant referral request has been received.&nbsp;&nbsp;Merchant name : {merchantname}&nbsp;Email : {merchantemail}&nbsp;Phone : {merchantphone}&nbsp;&nbsp;&nbsp;Login to your panel to view this request.",True,2023-05-31 14:39:53.602 +0545,2023-05-31 14:39:53.602 +0545
302,Membership Issuer Code Provided to Charity,membership-issuer-code-provided-to-charity,This email is sent to charity who was previously non-issuer but now has been provided with issuer feature.,Membership Issuer Code Received,Membership Issuer Code Received,"Dear {charity},Congratulations! You have been provided with Membership issuer code.Your membership issuer code{membership_issuer_code}You can use given membership issuer code to issue membership.Please find the&nbsp;Issuer QR code code attached to this email for your convenience.",True,2024-01-15 12:08:20.797 +0545,2024-01-15 12:08:29.555 +0545
354,KYB submitted email to signer,kyb-submitted-email-to-signer,This email is sent to signer when the user registered by them submits KYB form,KYB Submitted by your user,KYB Submitted by your user,"Dear {signer},A user named {username} ({user_role}), signed by you has submitted KYB details from {user_role} dashboard.",True,2024-12-05 11:17:35.123 +0545,2024-12-05 11:17:35.123 +0545
84,Registration(EOI) Submitted for club,registration-eoi-submitted-for-club,Email sent to club when their EOI is summitted successfully,Expression of Interest Submitted,Expression of Interest Submitted,"Dear {club},Congratulations!! Your request to register with TouristSaver has been successfully submitted. Our team will contact you shortly.",True,2022-11-09 14:14:03.964 +0545,2023-09-07 11:24:04.836 +0545
226,Registration of Terminal User By Main Merchant,registration-of-terminal-user-by-main-merchant,This email is sent to terminal user when merchant creates terminal user,Welcome to TouristSaver,Welcome to TouristSaver,"Dear {merchant},Congratulations!! You have been successfully registered to TouristSaver.Please use the following credentials to login in to your Dashboard.&nbsp;We suggest that you copy and paste your username and password, if capital letter, dashes, spaces and underscores are used they must be replicated.&nbsp;Username : {merchant_username}Password : {password}Click here to login in to your Dashboard.",True,2023-05-15 17:25:36.483 +0545,2023-09-07 08:30:52.631 +0545
228,Draft email for merchant,draft-email-for-merchant,This email is sent to merchant when they save the merchant form in draft from any of the steps of the merchant EOI form.,Merchant EOI  Form Draft,Merchant EOI Form Draft,"Dear {merchant},&nbsp;You have saved the TouristSaver EOI form in draft. Please click the following button to continue submitting the EOI.&nbsp;",True,2023-05-04 13:54:02.470 +0545,2023-05-04 13:54:36.050 +0545
227,Email to Referred Merchants via Panel,email-to-referred-merchants-via-panel,This email is sent to merchant when any user roles that can add merchant fills the basic information of the merchant and send email.,Referred on TouristSaver,Referred in TouristSaver,"Dear {merchantname},&nbsp;Your have been referred in TouristSaver by the following user.Name : {referrer_name}Email : {referrer_email}&nbsp;Please use the following button to complete your registration.",True,2023-05-08 11:58:28.486 +0545,2023-05-08 14:08:07.060 +0545
287,Verification of Email,verification-of-email,This email is sent to member when they haven't activated their email,Verify Your Email,Verify Your Email,"Hi {member},&nbsp;Your email is not verified yet. Please click the following button to verify your email.&nbsp;",True,2023-08-17 12:32:09.838 +0545,2023-08-17 12:32:09.838 +0545
355,Reward Activated email for merchant,reward-activated-email-for-merchant,This email is sent to merchant when their supplier creates new promotion.,New Promotion from your supplier,New Promotion from your supplier,"Dear {merchant},You supplier has created a new promotion named {reward_name} with following details.{rewardInfo}Please login to your panel and navigate to offers section to more details.",True,2024-12-05 11:19:16.497 +0545,2024-12-05 11:19:16.497 +0545
189,Registration of Merchant(Premium Package) By Country Admin,registration-of-merchant(premium-package)-by-country-admin,"This email is sent to merchant when country owner register merchant with premium package. Thie email will include the login credentials, login url and the transaction verification code of the merchant. as well as instructions to sign the merchant and issuer agreement.",Registration Successful,Registration Successful,"Dear {merchant},Congratulations! You have been successfully registered to TouristSaver.Please use the following credentials to login to your Dashboard.Username : {merchant_username}Password : {password}Click here to login to your Dashboard.Your transaction verification code{transaction_verification_code}&nbsp;You will use this transaction verification code when you make a sale/transact with TouristSaver members.&nbsp;Your membership issuer code{membership_issuer_code}&nbsp;You can use given membership issuer code to issue memberships.&nbsp;Please find the Issuer QR code and Transaction QR code attached to this email for your convenience.As per your package, you have received {premium_member_codes_count} premium member codes. You can register premium members and earn from their purchases using these codes.",True,2022-11-18 15:58:39.603 +0545,2023-09-14 09:04:37.825 +0545
81,Registration(EOI) Submitted for sales agent,registration-eoi-submitted-for-sales-agent,Email sent to sales agent when their EOI is summitted successfully,Expression of Interest Submitted,Expression of Interest Submitted,"Dear {salesagent},Congratulations!! Your request to register with TouristSaver has been successfully submitted. Our team will contact you shortly.",True,2022-11-09 14:03:29.729 +0545,2023-09-07 11:26:15.610 +0545
284,Verification of Merchant(Partner Package) without transaction code and issuer code by Website Admin,verification-of-merchant(partner-package)-without-transaction-code-and-issuer-code-by-website-admin,"Email sent to merchant when country owner register merchant with partner package. This email will include the login credentials, login url ",Registration Successful,Registration Successful,"Dear {merchant},Congratulations! You have been successfully registered to TouristSaver.Please use the following credentials to login to your Dashboard.&nbsp;We suggest that you copy and paste your username and password, if capital letter, dashes, spaces and underscores are used they must be replicated.&nbsp;Username : {merchant_username}Password : {password}Click here to login to your panel.&nbsp;As per your package, you have received {premium_member_codes_count} premium member codes. You can register premium members and earn from their purchases using these codes.",True,2023-08-17 12:32:09.838 +0545,2023-09-07 12:17:30.107 +0545
